shape_id,a,b,theta
82,0.7165555887534776,0.14724756347649903,2.8287347239239815
83,0.7623171184773263,0.11267753040260237,0.9981428781769657
84,0.6507203248382898,0.34116736510601287,1.5463255224142785
85,0.7359061605414824,0.7057899046000262,0.24679740270625153
86,0.7655634597476968,0.19095398556552734,0.6399981417969622
87,0.7097308343237749,0.13894215448766525,0.9207860188398076
88,0.7306769213537174,0.3388401082605027,2.423525970189344
89,0.6214262531843044,0.1085836479508681,0.09657187179196705
90,0.7164121514651945,0.6786450841271199,0.9541755588268593
91,0.5633278554520044,0.12140652176083642,1.2090053876622362
92,0.7793497665445055,0.14115299092892813,2.612937071064444
93,0.6229272296183244,0.11887822584386631,0.1395672122878308
94,0.5893181390333205,0.27566536077311915,2.0023877836453043
95,0.7394191886462165,0.6988132820815111,1.36178602528451
96,0.7532736895003365,0.11050650350591945,1.4991692571423474
97,0.6697145590815333,0.6279563260157794,1.073294087568836
98,0.737293241699911,0.3759802739502607,0.3825724015698093
99,0.7038967234141942,0.16744813175411716,1.6758031375807059
100,0.7533706454922553,0.14943157252386016,1.2624584695435357
101,0.7064853814471688,0.12830712003689546,2.5040185048099364
102,0.7082229430996325,0.1280062812339758,2.905140490656152
103,0.3722109506494852,0.3199219871994088,2.604126163938304
104,0.6019275804655324,0.569448916239994,0.20567339372595816
105,0.31475834358845656,0.18253206975261493,3.0487809373709607
106,0.7357253938929531,0.5201618559127763,0.04567967201214044
107,0.6411194439397576,0.13464099383248632,2.1288718392139896
108,0.730589046758982,0.16296951998805864,0.18757575453277933
109,0.573900483491648,0.5539304739059543,0.39790643489726213
110,0.5872959671424146,0.5561655085938482,1.566394580113869
111,0.5035399637526081,0.3956817060647175,1.0867249078595405
112,0.6801132252182679,0.6338302727691745,3.00876119370831
113,0.6079063057177945,0.12130006546446197,2.4813278111058428
114,0.7805637258260321,0.5531526361515988,2.106017500492467
115,0.7732737051859088,0.7526296353974766,0.35273714874996975
116,0.7941794516843002,0.15191210799966837,2.3067879569108594
117,0.6793226662978489,0.12464199561664276,0.2171863990321202
118,0.7495750451635593,0.49524941227231795,2.724369568488552
119,0.47874677263304183,0.10206534543413706,1.451713727956265
120,0.6157549306058874,0.33413065532272945,2.648198642981299
121,0.7445019289685189,0.7263270866534208,2.1680639309049297
122,0.7415933140243369,0.3922605003272931,2.1205555960635696
123,0.4957701974169448,0.11556804487051169,1.3110618770480083
124,0.797944866424616,0.11200529195396168,1.1475699099230352
125,0.6459880711108228,0.14257992389899693,1.0300983313012562
126,0.6497620472926953,0.4853818061621801,2.8746595739547107
127,0.28272134140349403,0.10777883862897492,2.092172342025937
128,0.7969192795247384,0.14205519141659406,0.07229702577621128
129,0.6456782871890696,0.49323184759330996,0.8483613096178405
130,0.5026499197910144,0.10256587568817228,2.3510858570183943
131,0.7980265872366528,0.13985733544863507,2.9666203791333303
132,0.5778604910376466,0.5755863153801444,2.752826389861712
133,0.4468349413565841,0.4419673409147787,2.1750504431992184
134,0.34923784562250904,0.2639932491992163,1.4622265360943638
135,0.5882939041912161,0.28158403346209165,1.1275142332244452
136,0.6897561559680253,0.5362168689821142,2.929672431422539
137,0.5328633844653303,0.1148309711427604,0.7619631913728171
138,0.4296880302396602,0.30229944592023217,3.057707612708662
139,0.5329682914308773,0.4376506989837805,1.517814220314958
140,0.677694719196895,0.6514568813196157,1.2502794367399197
141,0.7716395622604538,0.49304742673570384,1.9008124060270963
142,0.6950739561031832,0.12755448019434273,2.072623906415511
143,0.4413456536266853,0.3377361042779897,0.9502740499000119
144,0.7096908684580387,0.10266069818034758,3.131868647807326
145,0.7559576989625929,0.12526109111269518,1.4406175531420258
146,0.6311201257121597,0.12629556696511904,2.247306958454627
147,0.7154465726846078,0.1536380191264617,2.258417060919944
148,0.4244497530060012,0.3905155530075889,0.46114037935919305
149,0.6290035323097507,0.1538041197155202,1.2017824575798084
150,0.7937867453780685,0.7169580039010642,0.6673436213884761
151,0.7867666999686094,0.33087959218419016,1.2039015551985894
152,0.7038406119667533,0.6413240934155453,1.7777738811759145
153,0.41055861188899134,0.2022909079515167,1.5927673019572637
154,0.5368516809623907,0.10391614977345065,1.016310747825731
155,0.4671873783757482,0.11111039605821207,1.3214190441334928
156,0.3551756073259137,0.23013925496473792,2.976752201090075
157,0.7773767900805444,0.10488463167462711,0.12008952496806705
158,0.6579330211592793,0.1161544179667443,2.220408127434798
159,0.6985188631402781,0.6130834488282515,0.5917231927330681
160,0.6046632261470279,0.38312224414158635,1.2712256823103603
161,0.46132735312898315,0.11370417414879486,1.7213633975909663
162,0.5470036277352126,0.3826904238600429,2.5480142265363086
163,0.7477476739615336,0.1059788332225896,0.7250971681599757
164,0.706201184588118,0.12185494332222838,1.970322504552521
165,0.5646968792601157,0.10845969466138203,1.402172779848305
166,0.5279652742137804,0.21260193738249678,2.6367809681680847
167,0.6591333793200137,0.11841961651674822,2.110139193081483
168,0.4586436791273064,0.10164429975154982,2.091995959814248
169,0.6188712813846706,0.1004635478391902,3.089965816380053
170,0.7696995475667223,0.1552875343641463,0.6937219522533395
171,0.6771490303998479,0.20430094492320047,1.4731134127022998
172,0.6743844927457807,0.12403098215001856,2.2404455080614563
173,0.2841599737922841,0.23506211769687846,2.5204439919417827
174,0.7285717662904363,0.11855390825604012,2.8216498818502402
175,0.46110786732699827,0.4314424784592821,2.9001036391407147
176,0.6604961511528717,0.16350822817603475,0.7989628072802504
177,0.637338602723269,0.1373469437030349,0.6993223035877418
178,0.7278892839279102,0.5491902419546695,2.9876715754045566
179,0.5410260114281683,0.1319212075339456,2.8793074941840704
180,0.6176966149643088,0.14065316411195627,2.1295224032998723
181,0.738756704173481,0.25862665978884264,0.1919891000290474
182,0.23590469828627797,0.21868646612051185,2.102898164845466
183,0.5923909513403949,0.10933707239767738,1.3820789614855902
184,0.5910078991641916,0.26702101987295374,2.2110019868701722
185,0.5569166399354207,0.4242609743130308,0.729600928243807
186,0.7621236840506058,0.12607044759257818,1.24481801351413
187,0.5276925844181233,0.3626228913853181,0.9949820625786284
188,0.5997729043593207,0.30679768168731436,2.250706280111069
189,0.4202801684316076,0.18574688924439628,3.138681725330658
190,0.7807133135817661,0.34164718405753114,1.0906381352793142
191,0.7284702243049228,0.14137779623404473,2.9779964103163024
192,0.4454140037276124,0.4345752604168802,0.9809356083689175
193,0.6048923100620704,0.23101498194544481,0.6590269941060244
194,0.4859753535709379,0.48144769405703414,1.3149095653371694
195,0.7182360216915751,0.4835450808753142,0.9115473095367486
196,0.46727534118044406,0.1564573652390599,1.8837351190199672
197,0.6285285324779977,0.12428201560510978,1.2554252054597455
198,0.26935338774781653,0.19020644644057122,2.476472268723654
199,0.5150751429779433,0.2711808410266957,1.9107782604691592
200,0.5302273321813519,0.15567961901039976,2.66051556256658
201,0.6307602038948016,0.14360204498513063,1.1795806422532296
202,0.682578241253146,0.40443758694309073,2.9614473082560906
203,0.5300978215237324,0.43956969856199873,0.39523951417487535
204,0.48372549412361854,0.33306164993489634,0.12183874454121549
205,0.4478796707756654,0.3878563131833348,2.3060741941405953
206,0.7705536298238609,0.2737377940854229,2.851563783459334
207,0.40069406661535384,0.14408379616076106,0.19510247841210482
208,0.3118291413265789,0.24854321302634672,1.0219434980504036
209,0.599981292039302,0.24068483655894543,2.2778602363342233
210,0.6847405874569313,0.6653128292592375,0.014294291812474595
211,0.5120656448648642,0.5023155222386942,1.1232995509712338
212,0.7516017596656903,0.3263874384958302,2.921266866496356
213,0.5616707854880889,0.338784359412454,2.044203150868448
214,0.795923021522164,0.19184491400001324,0.768549680904642
215,0.6057641667496217,0.2674317358596425,2.146579642426074
216,0.45107124497084833,0.10057318047903968,1.8229480079259888
217,0.5440496855164596,0.11658674744533126,1.8278289728391315
218,0.7638667498952578,0.12140885301527088,1.4286495059313675
219,0.5702524069563388,0.3887304549113336,2.6189099252251067
220,0.390343034196562,0.17418040364245832,0.09451843316474912
221,0.7207398545365364,0.20373819687334643,0.1444659521179083
222,0.28196609587642285,0.21603519962029163,1.635151961897735
223,0.4329310142753638,0.16136105119353739,1.7241900268662869
224,0.4553668007281233,0.11109900928018819,0.632529935943247
225,0.6879928778077413,0.39833299838188874,3.093329594155595
226,0.6799443279884376,0.127131787842633,2.0348417958535165
227,0.5670379513845607,0.12295391525464222,1.4486571821451357
228,0.5096098499199693,0.5030628804950601,1.7687750462330027
229,0.4756522954163833,0.43568107667900835,2.1776017162446846
230,0.7758278078101768,0.6662320840284274,1.9017918603079018
231,0.6294474740494613,0.6029707398662612,2.2881271092348214
232,0.7497764752140672,0.17605199180781306,1.9989271854723336
233,0.5804824310664206,0.5508905868183505,2.4544988449823832
234,0.20591011981717755,0.15738309675402992,0.29375461168805217
235,0.4787352270344718,0.16984740016282107,0.3262111873820964
236,0.7223934900664553,0.12758668566280265,2.567275026157142
237,0.6729243633270391,0.16472527046493773,1.0272059006410073
238,0.7768703889194177,0.2439593397922279,0.5628380329332424
239,0.5946749707584953,0.13519826510298358,1.848074542776777
240,0.5760392434290167,0.10220099982703679,0.41982383767360354
241,0.5450214714285684,0.39742220709791787,3.0542592923760834
242,0.6639396004982898,0.10641191686539624,2.594442606922924
243,0.702866965365011,0.35068139950737465,0.7957514344722838
244,0.4478651921563638,0.3571320372002267,3.1041821571486583
245,0.6202998540088478,0.12043630010728126,1.6749571562360024
246,0.6652526535267911,0.5651135452954398,2.2290697145164358
247,0.7437101770473644,0.1705690264360636,1.159864301096701
248,0.44097559122826746,0.382765155827519,0.8824193132015513
249,0.7722089897008071,0.1889287809692297,1.0985279796772902
250,0.7335525422800129,0.16219569825778463,3.055119024112188
251,0.7264921738615677,0.1481622238929559,0.3868498464693738
252,0.5064745781541816,0.11243037166589914,0.8254640818571893
253,0.6324449575666835,0.37886625736833257,2.7853200230817463
254,0.7778261339975265,0.1554818593187136,2.4863387779439394
255,0.584050087339818,0.43804385455320005,0.6292924413048411
256,0.30854015771850457,0.2934694061387284,1.6759955019092307
257,0.5903369986606095,0.5372210618718676,2.5195350241358034
258,0.6365202159777765,0.1020241247313537,1.4276797149669767
259,0.5858846420462825,0.20820454972046704,2.2671613843493277
260,0.6176209552435117,0.6016528345712773,2.827920540463512
261,0.412005125471959,0.3170855925052044,1.8470715010053373
262,0.7850738947030771,0.522942400192213,1.5697448259802194
263,0.7225887408638827,0.2651753612568384,0.7407095471313234
264,0.7717982573121718,0.5107648340583756,0.4229529812613043
265,0.5349502254416881,0.17129564011394283,1.01049776887327
266,0.6234169223918326,0.4279601404779025,1.2802356526750887
267,0.3663370015982059,0.2600162408171024,0.5056806311983052
268,0.45214545009688945,0.24274347724393663,1.9921274793903996
269,0.54593244733966,0.3294435293586204,1.7732168866040612
270,0.641251444840339,0.13574417539385858,2.5806067159805797
271,0.2890889616531797,0.2214726566152071,0.5324599760845118
272,0.6091562703281693,0.4700567270962609,3.0616764465078368
273,0.5888597312828848,0.5333685698040196,2.4106725307304635
274,0.5148716611683897,0.4885755971948258,1.476350700541818
275,0.5223103224177903,0.11407586349481981,0.7315164508805104
276,0.6067075756946622,0.10270389120712294,0.9868982419817558
277,0.619967916112012,0.14545293575160745,0.9778073028011722
278,0.3580602169585982,0.28986119806990607,1.7981364097746355
279,0.6316403777211997,0.10700696607979586,0.3779369920178295
280,0.6147776384286807,0.10680269458736846,0.14462195505446376
281,0.4654075350590213,0.10290679263896575,2.8526824025054527
282,0.27661510328361044,0.1682782918885322,1.2991991320249847
283,0.597194939197468,0.10511099566357711,1.4792254365643185
284,0.5638299488725356,0.27774047304448646,2.915328840086119
285,0.7638505693480802,0.7290899534172569,0.781573057124427
286,0.6655395025787338,0.15858603432747015,1.420703929774191
287,0.6936263119913934,0.3786595050243736,1.6859871195066798
288,0.7412520521054506,0.14797443564292928,0.11418512721386077
289,0.6653714776835773,0.14238663693705636,2.9827915831135043
290,0.6539580444208541,0.582923467047153,0.05970046318054731
291,0.5147227554195808,0.11518778480488921,2.2220590141960423
292,0.5657804712257692,0.3248686994532505,1.0366038675901648
293,0.687185590394794,0.11768918574557266,1.9268316671234527
294,0.2752456914590837,0.22858972413090964,1.4364927291908882
295,0.6458109652698466,0.22203910573628366,2.6221198690569123
296,0.7194910316281914,0.2967003805858197,2.9468077632440632
297,0.7597483517998769,0.3874883683886452,1.2586992737651796
298,0.5333231592459844,0.29736516145780917,3.050073702815809
299,0.6482456378910364,0.34959742023266105,1.5370937902635566
300,0.5492488815518299,0.12399500844078586,2.4461660603941158
301,0.5087654616560725,0.3773629153504755,1.528607072064415
302,0.3966544871229547,0.21506711980445475,2.6330586329701995
303,0.7153379931869548,0.1135807627389834,1.9113845039102564
304,0.7814098950727744,0.13765261971337572,1.6713453961146605
305,0.7642923471034524,0.1680900171980762,2.850370683725627
306,0.5694126839628524,0.11498794753914811,2.9575382375401915
307,0.4874977992938689,0.35355119088864617,1.1221420616212074
308,0.5139026677621104,0.18090890952912547,0.32855575179240687
309,0.6851040820246121,0.14655101866432185,1.3871878829754676
310,0.758706457411445,0.11538679891777082,0.47733459980609705
311,0.6661240352558264,0.15913763052667418,0.09781331033496062
312,0.29931400854751405,0.18766642381013682,1.9713598100857601
313,0.6563069709815414,0.16377739205956005,0.9302847457494102
314,0.7661157165814305,0.15023635663024065,2.63582684506662
315,0.7055925710425637,0.1683215484113673,1.3303626106066102
316,0.650164087301516,0.4532752041127023,0.8165358666838408
317,0.6666817874587263,0.1958854123488166,3.1375762802750176
318,0.7271953125049042,0.14359874418140306,0.11901632905468676
319,0.7636710183447867,0.3908757422222551,2.8578318539243894
320,0.6765976424074143,0.37551049081545307,0.8392778816557426
321,0.25151650222055427,0.13395197278970009,2.157013698882849
322,0.7544590482622535,0.18079284415434804,1.1799137786562428
323,0.6129427279931965,0.10522921905172739,2.011674627781172
324,0.7088333559500812,0.1334651962442421,1.8782548145910114
325,0.506040408863654,0.2132158882388308,0.3730314606182182
326,0.24211286719556882,0.2199199205143757,2.938278212086982
327,0.5179204570792555,0.3965409789296098,0.2826273971768363
328,0.3578977527110754,0.35667136119012827,3.0213970905652623
329,0.768128135111879,0.25636947655315234,0.5136462040974363
330,0.7883617153580638,0.17887325150392097,3.0440648986846224
331,0.35571967573833213,0.19788730013382155,0.34324022600215576
332,0.535863371800736,0.11298567056836453,1.132880347977071
333,0.7583988626448417,0.14805635201844736,0.6213057669429827
334,0.3338535902014656,0.3259441239793145,2.824249131680753
335,0.595909408072985,0.12528885849510496,0.6232703269885049
336,0.5467711982170241,0.395170653769486,0.932253547664373
337,0.7723059876466846,0.6164000202877613,0.518937849432357
338,0.6287953622962406,0.509841092432038,0.2597401284015428
339,0.770715323702259,0.7049110529404002,1.415375147021964
340,0.7744942744697342,0.4290241512111196,0.36666207219279745
341,0.7108778872755425,0.26227547330459905,0.0244391820298817
342,0.37139252997268507,0.20456008280262022,2.345420600573572
343,0.5379084477393856,0.2493468322912892,2.7561116603140623
344,0.7686069551733239,0.15312935669956446,2.778703771702853
345,0.569979325042516,0.4366818375935566,0.7046545538219015
346,0.7736435974899527,0.11689454750588067,1.8617626248994619
347,0.7880191644699581,0.17038692385318224,0.3130599535323483
348,0.3300214392758299,0.2375999154243469,2.7044354078135546
349,0.4761702961921188,0.31502777284337485,1.254249608230966
350,0.7133701022847678,0.1124890092517409,1.7734287101969868
351,0.265898226682121,0.23872515428015792,1.806400350462447
352,0.48085554756558246,0.23839721289043087,1.0631822117111462
353,0.5578172074952502,0.3081106453237936,0.26649030909306654
354,0.5814936006222573,0.46565271997445123,2.440383386891416
355,0.3510675973771117,0.28458390425923663,2.1508549432421984
356,0.7904824850634302,0.5317164680865687,1.430697602019006
357,0.6149666575410342,0.547981587249753,2.807936485518883
358,0.6523481529972595,0.1342298871268523,1.2697322021056439
359,0.7569470143529864,0.12268944351880164,2.9302670391699657
360,0.7705855639677439,0.13785813143562045,2.0933058552841275
361,0.7419478892758331,0.10578933292262158,1.5701196555103047
362,0.4828226731395707,0.4342934091401198,2.1252426687229886
363,0.7094058830105234,0.39977451218799603,1.343001051362444
364,0.74354198228508,0.47651772287379834,0.25718314280596555
365,0.3676610937093985,0.3130429055396127,0.5227911284775053
366,0.41921094018218097,0.3796748043958974,3.079752456708378
367,0.3130486482683158,0.28750773479818414,1.657241098826045
368,0.6430373988003546,0.15133032735212193,2.119302512564333
369,0.6705070037886389,0.47537951032318926,0.9457350113678169
370,0.7486550359923505,0.22308652936962492,0.6484398683107688
371,0.44540453859407386,0.11075535454425765,0.3944458833374483
372,0.6956620791400911,0.15518336962457152,1.892140457263625
373,0.4531038255960638,0.3855588878368382,1.8953815816685786
374,0.7203138368729944,0.10775355082280891,0.9190259480072251
375,0.7196671706306215,0.25782317602334265,1.0847923330145017
376,0.7015313777409404,0.6296673618016672,1.4472759285626038
377,0.6317593063963196,0.43426068058283895,1.624245087672045
378,0.6889002355556647,0.37338937171563,1.8272908627816193
379,0.20736895797129362,0.14554371600729332,3.0781110800731106
380,0.6565032967155038,0.2057478261133467,0.9190653653584113
381,0.6219644953857542,0.15470137706683,2.9808717015774073
382,0.7249109823443205,0.7030558812056721,1.112185630781989
383,0.5798884562977256,0.3450708552215734,0.048206869400628446
384,0.7240761751335119,0.6801695887183273,3.114786634735193
385,0.7992338020922707,0.3157079784626993,1.6593466971530686
386,0.5676042117361463,0.13876401413636863,1.4704505739131037
387,0.6339330981095602,0.5285846308436465,0.6526898980989683
388,0.47041190957729007,0.12524646806706718,1.913258306575723
389,0.5965763979744094,0.12639377920756445,1.8864149222253528
390,0.7260805639837424,0.16671674319162283,1.3973075806336264
391,0.43243470052493405,0.36388481440376275,0.3557295577498942
392,0.590117820440935,0.277258992337943,2.038882709025254
393,0.6139740356339021,0.14772517447585615,2.806126191690477
394,0.7376251278885201,0.39922306551417086,1.044614441849083
395,0.32896845697458577,0.1000254756123686,1.8186674020851816
396,0.7654468242705246,0.4269267946618338,0.6736559730911788
397,0.673957469192898,0.28617120798560663,1.8326963302051902
398,0.2833588476740573,0.28112355698391234,0.462115069391653
399,0.6870319493331882,0.11226877517051474,2.1388606767739184
